,Region,Capacity,Present,Date,Occupancy Rate,Region Group
1154,SICILIA,6.5,6.072,2022-10-31,-0.06584615384615389,isole
1155,TOSCANA,3.122,3.054,2022-10-31,-0.021780909673286386,centro
1156,TRENTINO ALTO ADIGE,498.0,444.0,2022-10-31,-0.10843373493975905,nord-est
1157,UMBRIA,1.34,1.387,2022-10-31,0.03507462686567164,centro
1158,VALLE D'AOSTA,177.0,109.0,2022-10-31,-0.384180790960452,centro
1159,VENETO,1.922,2.487,2022-10-31,0.29396462018730496,nord-est
1160,ABRUZZO,1.659,1.879,2022-11-30,0.13261000602772754,sud
1161,BASILICATA,437.0,413.0,2022-11-30,-0.05491990846681927,sud
1162,CALABRIA,2.726,2.868,2022-11-30,0.052090975788701366,sud
1163,CAMPANIA,6.215,6.783,2022-11-30,0.09139179404666131,sud
1164,EMILIA ROMAGNA,3.011,3.39,2022-11-30,0.12587180338757897,nord-est
1165,FRIULI VENEZIA GIULIA,471.0,598.0,2022-11-30,0.2696390658174097,nord-est
1166,LAZIO,5.242,5.986,2022-11-30,0.1419305608546355,centro
1167,LIGURIA,1.126,1.365,2022-11-30,0.2122557726465366,centro
1168,LOMBARDIA,6.174,8.247,2022-11-30,0.3357628765792031,centro
1169,MARCHE,828.0,864.0,2022-11-30,0.04347826086956519,centro
1170,MOLISE,271.0,339.0,2022-11-30,0.2509225092250922,sud
1171,PIEMONTE,3.998,4.125,2022-11-30,0.03176588294147065,centro
1172,PUGLIA,2.912,4.01,2022-11-30,0.37706043956043955,sud
1173,SARDEGNA,2.614,2.079,2022-11-30,-0.2046671767406273,isole
1174,SICILIA,6.5,6.098,2022-11-30,-0.061846153846153884,isole
1175,TOSCANA,3.169,3.007,2022-11-30,-0.05112022720100973,centro
1176,TRENTINO ALTO ADIGE,507.0,465.0,2022-11-30,-0.08284023668639051,nord-est
1177,UMBRIA,1.342,1.405,2022-11-30,0.0469448584202683,centro
1178,VALLE D'AOSTA,181.0,101.0,2022-11-30,-0.4419889502762431,centro
1179,VENETO,1.95,2.502,2022-11-30,0.283076923076923,nord-est
1180,ABRUZZO,1.666,1.875,2022-12-31,0.1254501800720289,sud
1181,BASILICATA,356.0,406.0,2022-12-31,0.1404494382022472,sud
1182,CALABRIA,2.726,2.928,2022-12-31,0.07410124724871614,sud
1183,CAMPANIA,6.218,6.756,2022-12-31,0.08652299774847227,sud
1184,EMILIA ROMAGNA,3.02,3.407,2022-12-31,0.12814569536423837,nord-est
1185,FRIULI VENEZIA GIULIA,471.0,572.0,2022-12-31,0.2144373673036093,nord-est
1186,LAZIO,5.29,5.933,2022-12-31,0.1215500945179584,centro
1187,LIGURIA,1.126,1.347,2022-12-31,0.19626998223801073,centro
1188,LOMBARDIA,6.173,8.147,2022-12-31,0.31977968572817117,centro
1189,MARCHE,838.0,855.0,2022-12-31,0.02028639618138417,centro
1190,MOLISE,273.0,328.0,2022-12-31,0.20146520146520142,sud
1191,PIEMONTE,4.0,4.06,2022-12-31,0.014999999999999902,centro
1192,PUGLIA,2.912,3.952,2022-12-31,0.3571428571428572,sud
1193,SARDEGNA,2.614,2.076,2022-12-31,-0.20581484315225707,isole
1194,SICILIA,6.5,6.13,2022-12-31,-0.056923076923076965,isole
1195,TOSCANA,3.169,2.963,2022-12-31,-0.0650047333543704,centro
1196,TRENTINO ALTO ADIGE,507.0,449.0,2022-12-31,-0.11439842209072981,nord-est
1197,UMBRIA,1.338,1.423,2022-12-31,0.06352765321375187,centro
1198,VALLE D'AOSTA,181.0,102.0,2022-12-31,-0.43646408839779005,centro
1199,VENETO,1.95,2.487,2022-12-31,0.27538461538461556,nord-est
1200,ABRUZZO,1.666,1.87,2023-01-31,0.12244897959183687,sud
1201,BASILICATA,378.0,429.0,2023-01-31,0.13492063492063489,sud
1202,CALABRIA,2.726,2.965,2023-01-31,0.08767424798239176,sud
1203,CAMPANIA,6.229,6.704,2023-01-31,0.0762562209022315,sud
1204,EMILIA ROMAGNA,2.984,3.428,2023-01-31,0.1487935656836461,nord-est
1205,FRIULI VENEZIA GIULIA,477.0,561.0,2023-01-31,0.17610062893081757,nord-est
1206,LAZIO,5.29,5.971,2023-01-31,0.12873345935727798,centro
1207,LIGURIA,1.126,1.358,2023-01-31,0.20603907637655428,centro
1208,LOMBARDIA,6.161,8.109,2023-01-31,0.3161824379159228,centro
1209,MARCHE,838.0,860.0,2023-01-31,0.026252983293556076,centro
1210,MOLISE,273.0,317.0,2023-01-31,0.16117216117216127,sud
1211,PIEMONTE,4.0,4.026,2023-01-31,0.00649999999999995,centro
1212,PUGLIA,2.912,3.964,2023-01-31,0.3612637362637363,sud
1213,SARDEGNA,2.614,2.068,2023-01-31,-0.20887528691660284,isole
1214,SICILIA,6.5,6.095,2023-01-31,-0.0623076923076924,isole
1215,TOSCANA,3.169,2.949,2023-01-31,-0.06942253076680349,centro
1216,TRENTINO ALTO ADIGE,507.0,445.0,2023-01-31,-0.12228796844181455,nord-est
1217,UMBRIA,1.342,1.415,2023-01-31,0.054396423248882275,centro
1218,VALLE D'AOSTA,181.0,117.0,2023-01-31,-0.35359116022099446,centro
1219,VENETO,2.03,2.476,2023-01-31,0.2197044334975371,nord-est
1220,ABRUZZO,1.653,1.898,2023-02-28,0.14821536600120977,sud
1221,BASILICATA,378.0,417.0,2023-02-28,0.10317460317460325,sud
1222,CALABRIA,2.726,3.012,2023-02-28,0.10491562729273651,sud
1223,CAMPANIA,6.203,6.768,2023-02-28,0.0910849588908591,sud
1224,EMILIA ROMAGNA,2.984,3.417,2023-02-28,0.14510723860589803,nord-est
1225,FRIULI VENEZIA GIULIA,476.0,579.0,2023-02-28,0.21638655462184864,nord-est
1226,LAZIO,5.295,5.965,2023-02-28,0.1265344664778092,centro
1227,LIGURIA,1.126,1.367,2023-02-28,0.21403197158081722,centro
1228,LOMBARDIA,6.161,8.1,2023-02-28,0.31472163609803605,centro
1229,MARCHE,835.0,851.0,2023-02-28,0.01916167664670665,centro
1230,MOLISE,275.0,319.0,2023-02-28,0.15999999999999992,sud
1231,PIEMONTE,4.0,4.027,2023-02-28,0.006750000000000034,centro
1232,PUGLIA,2.912,3.956,2023-02-28,0.3585164835164836,sud
1233,SARDEGNA,2.614,2.071,2023-02-28,-0.20772762050497307,isole
1234,SICILIA,6.498,6.139,2023-02-28,-0.055247768544167464,isole
1235,TOSCANA,3.169,2.976,2023-02-28,-0.06090249289996841,centro
1236,TRENTINO ALTO ADIGE,507.0,444.0,2023-02-28,-0.12426035502958577,nord-est
1237,UMBRIA,1.342,1.414,2023-02-28,0.05365126676602072,centro
1238,VALLE D'AOSTA,181.0,122.0,2023-02-28,-0.3259668508287292,centro
1239,VENETO,1.95,2.477,2023-02-28,0.27025641025641023,nord-est
1240,ABRUZZO,1.654,1.885,2023-03-31,0.1396614268440146,sud
1241,BASILICATA,378.0,424.0,2023-03-31,0.12169312169312163,sud
1242,CALABRIA,2.726,3.014,2023-03-31,0.1056493030080703,sud
1243,CAMPANIA,6.196,6.81,2023-03-31,0.09909619109102641,sud
1244,EMILIA ROMAGNA,2.983,3.423,2023-03-31,0.14750251424740202,nord-est
1245,FRIULI VENEZIA GIULIA,476.0,584.0,2023-03-31,0.2268907563025211,nord-est
1246,LAZIO,5.295,6.025,2023-03-31,0.1378659112370162,centro
1247,LIGURIA,1.106,1.388,2023-03-31,0.2549728752260396,centro
1248,LOMBARDIA,6.161,8.122,2023-03-31,0.31829248498620366,centro
1249,MARCHE,838.0,863.0,2023-03-31,0.029832935560859086,centro
1250,MOLISE,275.0,330.0,2023-03-31,0.19999999999999996,sud
1251,PIEMONTE,4.003,4.012,2023-03-31,0.0022483137646762685,centro
1252,PUGLIA,2.912,4.022,2023-03-31,0.3811813186813189,sud
1253,SARDEGNA,2.614,2.079,2023-03-31,-0.2046671767406273,isole
1254,SICILIA,6.498,6.189,2023-03-31,-0.04755309325946444,isole
1255,TOSCANA,3.169,2.999,2023-03-31,-0.05364468286525714,centro
1256,TRENTINO ALTO ADIGE,507.0,457.0,2023-03-31,-0.0986193293885601,nord-est
1257,UMBRIA,1.342,1.415,2023-03-31,0.054396423248882275,centro
1258,VALLE D'AOSTA,181.0,129.0,2023-03-31,-0.28729281767955805,centro
1259,VENETO,1.947,2.435,2023-03-31,0.2506420133538778,nord-est
1260,ABRUZZO,1.654,1.876,2023-04-30,0.13422007255139046,sud
1261,BASILICATA,378.0,415.0,2023-04-30,0.0978835978835979,sud
1262,CALABRIA,2.726,3.015,2023-04-30,0.10601614086573741,sud
1263,CAMPANIA,6.196,6.79,2023-04-30,0.09586830213040676,sud
1264,EMILIA ROMAGNA,2.983,3.419,2023-04-30,0.14616158229969822,nord-est
1265,FRIULI VENEZIA GIULIA,476.0,590.0,2023-04-30,0.23949579831932777,nord-est
1266,LAZIO,5.295,6.079,2023-04-30,0.14806421152030214,centro
1267,LIGURIA,1.106,1.399,2023-04-30,0.2649186256781193,centro
1268,LOMBARDIA,6.157,8.207,2023-04-30,0.33295436089004404,centro
1269,MARCHE,838.0,861.0,2023-04-30,0.027446300715990413,centro
1270,MOLISE,275.0,321.0,2023-04-30,0.16727272727272724,sud
1271,PIEMONTE,4.001,3.958,2023-04-30,-0.010747313171707074,centro
1272,PUGLIA,2.912,3.998,2023-04-30,0.37293956043956045,sud
1273,SARDEGNA,2.617,2.065,2023-04-30,-0.21092854413450512,isole
1274,SICILIA,6.498,6.219,2023-04-30,-0.04293628808864269,isole
1275,TOSCANA,3.16,2.999,2023-04-30,-0.050949367088607644,centro
1276,TRENTINO ALTO ADIGE,507.0,477.0,2023-04-30,-0.059171597633136064,nord-est
1277,UMBRIA,1.342,1.415,2023-04-30,0.054396423248882275,centro
1278,VALLE D'AOSTA,181.0,140.0,2023-04-30,-0.22651933701657456,centro
1279,VENETO,1.947,2.431,2023-04-30,0.24858757062146886,nord-est
1280,ABRUZZO,1.654,1.87,2023-05-31,0.13059250302297465,sud
1281,BASILICATA,378.0,434.0,2023-05-31,0.14814814814814814,sud
1282,CALABRIA,2.726,3.06,2023-05-31,0.12252384446074838,sud
1283,CAMPANIA,6.196,6.893,2023-05-31,0.1124919302775984,sud
1284,EMILIA ROMAGNA,2.983,3.431,2023-05-31,0.15018437814280916,nord-est
1285,FRIULI VENEZIA GIULIA,476.0,618.0,2023-05-31,0.2983193277310925,nord-est
1286,LAZIO,5.295,6.086,2023-05-31,0.14938621340887637,centro
1287,LIGURIA,1.107,1.402,2023-05-31,0.2664859981933152,centro
1288,LOMBARDIA,6.157,8.277,2023-05-31,0.3443235341887281,centro
1289,MARCHE,838.0,865.0,2023-05-31,0.03221957040572798,centro
1290,MOLISE,275.0,324.0,2023-05-31,0.17818181818181822,sud
1291,PIEMONTE,3.913,3.981,2023-05-31,0.017377970866343073,centro
1292,PUGLIA,2.912,4.038,2023-05-31,0.38667582417582436,sud
1293,SARDEGNA,2.617,2.079,2023-05-31,-0.20557890714558646,isole
1294,SICILIA,6.48,6.334,2023-05-31,-0.02253086419753103,isole
1295,TOSCANA,3.168,3.024,2023-05-31,-0.045454545454545525,centro
1296,TRENTINO ALTO ADIGE,508.0,472.0,2023-05-31,-0.07086614173228345,nord-est
1297,UMBRIA,1.342,1.425,2023-05-31,0.06184798807749625,centro
1298,VALLE D'AOSTA,181.0,130.0,2023-05-31,-0.2817679558011049,centro
1299,VENETO,1.947,2.487,2023-05-31,0.2773497688751927,nord-est
1300,ABRUZZO,1.652,1.84,2023-06-30,0.11380145278450371,sud
1301,BASILICATA,368.0,442.0,2023-06-30,0.20108695652173902,sud
1302,CALABRIA,2.726,3.038,2023-06-30,0.11445341159207634,sud
1303,CAMPANIA,6.196,6.994,2023-06-30,0.1287927695287283,sud
1304,EMILIA ROMAGNA,2.979,3.459,2023-06-30,0.161127895266868,nord-est
1305,FRIULI VENEZIA GIULIA,476.0,605.0,2023-06-30,0.27100840336134446,nord-est
1306,LAZIO,5.295,6.18,2023-06-30,0.16713881019830024,centro
1307,LIGURIA,1.107,1.398,2023-06-30,0.26287262872628725,centro
1308,LOMBARDIA,6.157,8.32,2023-06-30,0.3513074549293487,centro
1309,MARCHE,835.0,877.0,2023-06-30,0.05029940119760479,centro
1310,MOLISE,275.0,315.0,2023-06-30,0.1454545454545455,sud
1311,PIEMONTE,3.999,4.066,2023-06-30,0.016754188547136728,centro
1312,PUGLIA,2.912,4.137,2023-06-30,0.42067307692307687,sud
1313,SARDEGNA,2.617,2.047,2023-06-30,-0.21780664883454326,isole
1314,SICILIA,6.476,6.329,2023-06-30,-0.022699197035206953,isole
1315,TOSCANA,3.139,2.99,2023-06-30,-0.04746734628862681,centro
1316,TRENTINO ALTO ADIGE,508.0,472.0,2023-06-30,-0.07086614173228345,nord-est
1317,UMBRIA,1.342,1.419,2023-06-30,0.05737704918032782,centro
1318,VALLE D'AOSTA,181.0,116.0,2023-06-30,-0.3591160220994475,centro
1319,VENETO,1.947,2.481,2023-06-30,0.27426810477657915,nord-est
1320,ABRUZZO,1.652,1.906,2023-07-31,0.1537530266343825,sud
1321,BASILICATA,368.0,461.0,2023-07-31,0.2527173913043479,sud
1322,CALABRIA,2.754,3.003,2023-07-31,0.09041394335511987,sud
1323,CAMPANIA,6.189,6.998,2023-07-31,0.13071578607206336,sud
1324,EMILIA ROMAGNA,2.979,3.477,2023-07-31,0.1671701913393755,nord-est
1325,FRIULI VENEZIA GIULIA,476.0,598.0,2023-07-31,0.25630252100840334,nord-est
1326,LAZIO,5.287,6.209,2023-07-31,0.17439001324002268,centro
1327,LIGURIA,1.11,1.379,2023-07-31,0.2423423423423423,centro
1328,LOMBARDIA,6.157,8.37,2023-07-31,0.35942829299983736,centro
1329,MARCHE,838.0,874.0,2023-07-31,0.042959427207637235,centro
1330,MOLISE,275.0,308.0,2023-07-31,0.1200000000000001,sud
1331,PIEMONTE,3.999,4.036,2023-07-31,0.009252313078269347,centro
1332,PUGLIA,2.912,4.199,2023-07-31,0.4419642857142858,sud
1333,SARDEGNA,2.617,2.07,2023-07-31,-0.20901795949560575,isole
1334,SICILIA,6.476,6.376,2023-07-31,-0.01544163063619508,isole
1335,TOSCANA,3.218,2.989,2023-07-31,-0.0711622125543816,centro
1336,TRENTINO ALTO ADIGE,508.0,446.0,2023-07-31,-0.1220472440944882,nord-est
1337,UMBRIA,1.342,1.427,2023-07-31,0.06333830104321914,centro
1338,VALLE D'AOSTA,181.0,111.0,2023-07-31,-0.3867403314917127,centro
1339,VENETO,1.947,2.512,2023-07-31,0.29019003595274784,nord-est
1340,ABRUZZO,1.653,1.928,2023-08-31,0.16636418632788863,sud
1341,BASILICATA,368.0,451.0,2023-08-31,0.22554347826086962,sud
1342,CALABRIA,2.725,3.023,2023-08-31,0.10935779816513769,sud
1343,CAMPANIA,6.189,7.094,2023-08-31,0.1462271772499597,sud
1344,EMILIA ROMAGNA,2.979,3.471,2023-08-31,0.1651560926485398,nord-est
1345,FRIULI VENEZIA GIULIA,476.0,609.0,2023-08-31,0.27941176470588225,nord-est
1346,LAZIO,5.287,6.304,2023-08-31,0.19235861547191235,centro
1347,LIGURIA,1.11,1.402,2023-08-31,0.2630630630630628,centro
1348,LOMBARDIA,6.153,8.543,2023-08-31,0.38842840890622465,centro
1349,MARCHE,835.0,881.0,2023-08-31,0.05508982035928134,centro
1350,MOLISE,275.0,307.0,2023-08-31,0.11636363636363645,sud
1351,PIEMONTE,3.999,4.06,2023-08-31,0.015253813453363296,centro
1352,PUGLIA,2.923,4.254,2023-08-31,0.4553540882654805,sud
1353,SARDEGNA,2.617,2.085,2023-08-31,-0.2032862055789072,isole
1354,SICILIA,6.476,6.436,2023-08-31,-0.0061766522544780544,isole
1355,TOSCANA,3.163,3.046,2023-08-31,-0.03699019917799562,centro
1356,TRENTINO ALTO ADIGE,508.0,464.0,2023-08-31,-0.08661417322834641,nord-est
1357,UMBRIA,1.342,1.427,2023-08-31,0.06333830104321914,centro
1358,VALLE D'AOSTA,181.0,114.0,2023-08-31,-0.37016574585635365,centro
1359,VENETO,1.947,2.529,2023-08-31,0.2989214175654853,nord-est
1360,ABRUZZO,1.714,1.93,2023-09-30,0.12602100350058332,sud
1361,BASILICATA,368.0,468.0,2023-09-30,0.2717391304347827,sud
1362,CALABRIA,2.725,3.046,2023-09-30,0.11779816513761454,sud
1363,CAMPANIA,6.165,7.199,2023-09-30,0.16772100567721004,sud
1364,EMILIA ROMAGNA,2.979,3.491,2023-09-30,0.17186975495132595,nord-est
1365,FRIULI VENEZIA GIULIA,476.0,587.0,2023-09-30,0.23319327731092443,nord-est
1366,LAZIO,5.337,6.381,2023-09-30,0.19561551433389557,centro
1367,LIGURIA,1.11,1.408,2023-09-30,0.2684684684684684,centro
1368,LOMBARDIA,6.153,8.597,2023-09-30,0.3972046156346498,centro
1369,MARCHE,837.0,901.0,2023-09-30,0.07646356033452806,centro
1370,MOLISE,275.0,312.0,2023-09-30,0.13454545454545452,sud
1371,PIEMONTE,3.999,4.139,2023-09-30,0.03500875218804711,centro
1372,PUGLIA,2.912,4.309,2023-09-30,0.47973901098901117,sud
1373,SARDEGNA,2.616,2.117,2023-09-30,-0.19074923547400613,isole
1374,SICILIA,6.476,6.472,2023-09-30,-0.0006176652254477055,isole
1375,TOSCANA,3.163,3.062,2023-09-30,-0.031931710401517543,centro
1376,TRENTINO ALTO ADIGE,508.0,463.0,2023-09-30,-0.08858267716535428,nord-est
1377,UMBRIA,1.344,1.43,2023-09-30,0.06398809523809512,centro
1378,VALLE D'AOSTA,181.0,111.0,2023-09-30,-0.3867403314917127,centro
1379,VENETO,1.947,2.564,2023-09-30,0.3168977914740627,nord-est
1380,ABRUZZO,1.714,1.958,2023-10-31,0.1423570595099184,sud
1381,BASILICATA,368.0,476.0,2023-10-31,0.2934782608695652,sud
1382,CALABRIA,2.719,3.08,2023-10-31,0.13276940051489516,sud
1383,CAMPANIA,6.165,7.279,2023-10-31,0.18069748580697476,sud
1384,EMILIA ROMAGNA,2.979,3.481,2023-10-31,0.16851292379993277,nord-est
1385,FRIULI VENEZIA GIULIA,475.0,626.0,2023-10-31,0.31789473684210523,nord-est
1386,LAZIO,5.334,6.453,2023-10-31,0.2097862767154106,centro
1387,LIGURIA,1.11,1.415,2023-10-31,0.27477477477477463,centro
1388,LOMBARDIA,6.153,8.691,2023-10-31,0.4124817162359826,centro
1389,MARCHE,837.0,914.0,2023-10-31,0.09199522102747903,centro
1390,MOLISE,275.0,297.0,2023-10-31,0.08000000000000007,sud
1391,PIEMONTE,3.999,4.215,2023-10-31,0.054013503375843985,centro
1392,PUGLIA,2.912,4.387,2023-10-31,0.5065247252747251,sud
1393,SARDEGNA,2.616,2.133,2023-10-31,-0.18463302752293576,isole
1394,SICILIA,6.476,6.591,2023-10-31,0.01775787523162453,isole
1395,TOSCANA,3.163,3.092,2023-10-31,-0.022447043945621137,centro
1396,TRENTINO ALTO ADIGE,508.0,466.0,2023-10-31,-0.08267716535433067,nord-est
1397,UMBRIA,1.344,1.443,2023-10-31,0.07366071428571419,centro
1398,VALLE D'AOSTA,181.0,123.0,2023-10-31,-0.3204419889502762,centro
1399,VENETO,1.947,2.595,2023-10-31,0.3328197226502312,nord-est
1400,ABRUZZO,1.714,1.947,2023-11-30,0.1359393232205368,sud
1401,BASILICATA,368.0,480.0,2023-11-30,0.30434782608695654,sud
1402,CALABRIA,2.711,3.101,2023-11-30,0.14385835485060872,sud
1403,CAMPANIA,6.171,7.303,2023-11-30,0.18343866472208714,sud
1404,EMILIA ROMAGNA,2.979,3.52,2023-11-30,0.18160456529036595,nord-est
1405,FRIULI VENEZIA GIULIA,475.0,632.0,2023-11-30,0.3305263157894738,nord-est
1406,LAZIO,5.334,6.465,2023-11-30,0.2120359955005624,centro
1407,LIGURIA,1.11,1.41,2023-11-30,0.2702702702702702,centro
1408,LOMBARDIA,6.152,8.733,2023-11-30,0.4195383615084527,centro
1409,MARCHE,837.0,907.0,2023-11-30,0.08363201911589013,centro
1410,MOLISE,275.0,309.0,2023-11-30,0.12363636363636354,sud
1411,PIEMONTE,3.999,4.229,2023-11-30,0.057514378594648585,centro
1412,PUGLIA,2.912,4.475,2023-11-30,0.5367445054945055,sud
1413,SARDEGNA,2.616,2.149,2023-11-30,-0.1785168195718655,isole
1414,SICILIA,6.476,6.68,2023-11-30,0.03150092649783809,isole
1415,TOSCANA,3.163,3.094,2023-11-30,-0.021814732848561502,centro
1416,TRENTINO ALTO ADIGE,508.0,476.0,2023-11-30,-0.06299212598425197,nord-est
1417,UMBRIA,1.344,1.468,2023-11-30,0.09226190476190466,centro
1418,VALLE D'AOSTA,181.0,136.0,2023-11-30,-0.24861878453038677,centro
1419,VENETO,1.947,2.602,2023-11-30,0.3364149974319466,nord-est
1420,ABRUZZO,1.689,1.958,2023-12-31,0.15926583777383052,sud
1421,BASILICATA,368.0,479.0,2023-12-31,0.30163043478260865,sud
1422,CALABRIA,2.711,3.038,2023-12-31,0.12061969752858714,sud
1423,CAMPANIA,6.171,7.33,2023-12-31,0.18781396856263166,sud
1424,EMILIA ROMAGNA,2.979,3.572,2023-12-31,0.19906008727760982,nord-est
1425,FRIULI VENEZIA GIULIA,475.0,639.0,2023-12-31,0.34526315789473694,nord-est
1426,LAZIO,5.284,6.537,2023-12-31,0.23713096139288425,centro
1427,LIGURIA,1.11,1.36,2023-12-31,0.22522522522522515,centro
1428,LOMBARDIA,6.149,8.722,2023-12-31,0.4184420230931858,centro
1429,MARCHE,837.0,919.0,2023-12-31,0.09796893667861406,centro
1430,MOLISE,275.0,317.0,2023-12-31,0.15272727272727282,sud
1431,PIEMONTE,3.982,4.231,2023-12-31,0.06253139126067286,centro
1432,PUGLIA,2.912,4.42,2023-12-31,0.5178571428571428,sud
1433,SARDEGNA,2.616,2.14,2023-12-31,-0.18195718654434245,isole
1434,SICILIA,6.476,6.711,2023-12-31,0.036287831995058806,isole
1435,TOSCANA,3.163,3.094,2023-12-31,-0.021814732848561502,centro
1436,TRENTINO ALTO ADIGE,510.0,483.0,2023-12-31,-0.05294117647058827,nord-est
1437,UMBRIA,1.344,1.484,2023-12-31,0.10416666666666652,centro
1438,VALLE D'AOSTA,181.0,132.0,2023-12-31,-0.27071823204419887,centro
1439,VENETO,1.947,2.6,2023-12-31,0.3353877760657422,nord-est
